Dataset,Unit,RunIndex,SourceGroup,SignalSampleN,Sensor,Statistic,StoredValue,ReconstructedValue,Difference,AbsoluteDifference,StandardisedAbsoluteDifference
PHM2010,c6,146,776,111,force_y,Skewness,0.542083518840395,0.542083518840395,0,0,0
PHM2010,c6,147,777,111,force_y,Skewness,0.577068964856872,0.577068964856872,0,0,0
PHM2010,c6,148,778,109,force_y,Skewness,0.427281233993053,0.427281233993053,0,0,0
PHM2010,c6,149,779,110,force_y,Skewness,1.11889947245868,1.11889947245868,0,0,0
PHM2010,c6,150,780,111,force_y,Skewness,0.4461664008851,0.4461664008851,0,0,0
PHM2010,c6,151,781,110,force_y,Skewness,1.08540724702653,1.08540724702653,0,0,0
PHM2010,c6,152,782,110,force_y,Skewness,0.475877072870926,0.475877072870926,0,0,0
PHM2010,c6,153,783,110,force_y,Skewness,0.421039733582092,0.421039733582092,0,0,0
PHM2010,c6,154,784,110,force_y,Skewness,0.886039191591664,0.886039191591664,0,0,0
PHM2010,c6,155,785,110,force_y,Skewness,0.843244627383003,0.843244627383003,0,0,0
PHM2010,c6,156,786,110,force_y,Skewness,0.451346574288687,0.451346574288687,0,0,0
PHM2010,c6,157,787,110,force_y,Skewness,0.923630267493211,0.923630267493211,0,0,0
PHM2010,c6,158,788,110,force_y,Skewness,0.609214968765409,0.609214968765409,0,0,0
PHM2010,c6,159,789,110,force_y,Skewness,0.445033330177294,0.445033330177294,0,0,0
PHM2010,c6,160,790,110,force_y,Skewness,0.324619208098858,0.324619208098858,0,0,0
PHM2010,c6,161,791,111,force_y,Skewness,0.443387616826388,0.443387616826388,0,0,0
PHM2010,c6,162,792,110,force_y,Skewness,0.317642995915927,0.317642995915927,0,0,0
PHM2010,c6,163,793,111,force_y,Skewness,0.407153519161878,0.407153519161878,0,0,0
PHM2010,c6,164,794,110,force_y,Skewness,0.476872162336661,0.476872162336661,0,0,0
PHM2010,c6,165,795,111,force_y,Skewness,0.294873138438438,0.294873138438438,0,0,0
PHM2010,c6,166,796,111,force_y,Skewness,0.537142738920136,0.537142738920136,0,0,0
PHM2010,c6,167,797,111,force_y,Skewness,0.415889402309989,0.415889402309989,0,0,0
PHM2010,c6,168,798,110,force_y,Skewness,0.614411740722591,0.614411740722591,0,0,0
PHM2010,c6,169,799,109,force_y,Skewness,0.541180334590225,0.541180334590225,0,0,0
PHM2010,c6,170,800,111,force_y,Skewness,0.333057410570166,0.333057410570166,0,0,0
PHM2010,c6,171,801,110,force_y,Skewness,0.239772616380473,0.239772616380473,0,0,0
PHM2010,c6,172,802,110,force_y,Skewness,0.189800923910627,0.189800923910627,0,0,0
PHM2010,c6,173,803,110,force_y,Skewness,0.379837792057739,0.379837792057739,0,0,0
PHM2010,c6,174,804,110,force_y,Skewness,0.493383692628147,0.493383692628147,0,0,0
PHM2010,c6,175,805,110,force_y,Skewness,1.12294859451214,1.12294859451214,0,0,0
PHM2010,c6,176,806,110,force_y,Skewness,0.306923360296397,0.306923360296397,0,0,0
PHM2010,c6,177,807,110,force_y,Skewness,0.814376710409161,0.814376710409161,0,0,0
PHM2010,c6,178,808,110,force_y,Skewness,0.133782822351533,0.133782822351533,0,0,0
PHM2010,c6,179,809,110,force_y,Skewness,0.528952079110025,0.528952079110025,0,0,0
PHM2010,c6,180,810,110,force_y,Skewness,0.856170171101898,0.856170171101898,0,0,0
PHM2010,c6,181,811,110,force_y,Skewness,0.402870684755288,0.402870684755288,0,0,0
PHM2010,c6,182,812,110,force_y,Skewness,0.348518214429516,0.348518214429516,0,0,0
PHM2010,c6,183,813,110,force_y,Skewness,0.732687466663091,0.732687466663091,0,0,0
PHM2010,c6,184,814,110,force_y,Skewness,0.464213215361197,0.464213215361197,0,0,0
PHM2010,c6,185,815,110,force_y,Skewness,0.59735893698519,0.59735893698519,0,0,0
PHM2010,c6,186,816,110,force_y,Skewness,0.766474423996753,0.766474423996753,0,0,0
PHM2010,c6,187,817,110,force_y,Skewness,0.705902796651897,0.705902796651897,0,0,0
PHM2010,c6,188,818,110,force_y,Skewness,0.119304462624519,0.119304462624519,0,0,0
PHM2010,c6,189,819,110,force_y,Skewness,0.428775676878852,0.428775676878852,0,0,0
PHM2010,c6,190,820,110,force_y,Skewness,0.69232810794557,0.69232810794557,0,0,0
PHM2010,c6,191,821,110,force_y,Skewness,0.537678575593979,0.537678575593979,0,0,0
PHM2010,c6,192,822,110,force_y,Skewness,0.393631742955671,0.393631742955671,0,0,0
PHM2010,c6,193,823,110,force_y,Skewness,0.269639147621627,0.269639147621627,0,0,0
PHM2010,c6,194,824,110,force_y,Skewness,0.507958421291271,0.507958421291271,0,0,0
PHM2010,c6,195,825,110,force_y,Skewness,0.271624067753097,0.271624067753097,0,0,0
PHM2010,c6,196,826,110,force_y,Skewness,0.430221437959649,0.430221437959649,0,0,0
PHM2010,c6,197,827,110,force_y,Skewness,0.243450444521496,0.243450444521496,0,0,0
PHM2010,c6,198,828,110,force_y,Skewness,0.389381216099327,0.389381216099327,0,0,0
PHM2010,c6,199,829,110,force_y,Skewness,0.652536922601472,0.652536922601472,0,0,0
PHM2010,c6,200,830,110,force_y,Skewness,0.657538725746188,0.657538725746188,0,0,0
PHM2010,c6,201,831,110,force_y,Skewness,0.629911153292853,0.629911153292853,0,0,0
PHM2010,c6,202,832,110,force_y,Skewness,0.400718129467104,0.400718129467104,0,0,0
PHM2010,c6,203,833,110,force_y,Skewness,0.214171632658161,0.214171632658161,0,0,0
PHM2010,c6,204,834,110,force_y,Skewness,0.315630117797895,0.315630117797895,0,0,0
PHM2010,c6,205,835,110,force_y,Skewness,0.599945337442537,0.599945337442537,0,0,0
PHM2010,c6,206,836,110,force_y,Skewness,0.413435408962585,0.413435408962585,0,0,0
PHM2010,c6,207,837,110,force_y,Skewness,0.426383863650143,0.426383863650143,0,0,0
PHM2010,c6,208,838,110,force_y,Skewness,0.559468265701892,0.559468265701892,0,0,0
PHM2010,c6,209,839,110,force_y,Skewness,0.515011423627433,0.515011423627433,0,0,0
PHM2010,c6,210,840,110,force_y,Skewness,0.235897478060909,0.235897478060909,0,0,0
PHM2010,c6,211,841,110,force_y,Skewness,0.265625483415141,0.265625483415141,0,0,0
PHM2010,c6,212,842,110,force_y,Skewness,0.234880505157925,0.234880505157925,0,0,0
PHM2010,c6,213,843,110,force_y,Skewness,0.226505766286791,0.226505766286791,0,0,0
PHM2010,c6,214,844,110,force_y,Skewness,0.408104854360527,0.408104854360527,0,0,0
PHM2010,c6,215,845,110,force_y,Skewness,0.457858587887748,0.457858587887748,0,0,0
PHM2010,c6,216,846,110,force_y,Skewness,0.488170110340273,0.488170110340273,0,0,0
PHM2010,c6,217,847,110,force_y,Skewness,0.511220724955588,0.511220724955588,0,0,0
PHM2010,c6,218,848,110,force_y,Skewness,0.511796822584435,0.511796822584435,0,0,0
PHM2010,c6,219,849,110,force_y,Skewness,0.472487415019765,0.472487415019765,0,0,0
PHM2010,c6,220,850,110,force_y,Skewness,0.403861460487776,0.403861460487776,0,0,0
PHM2010,c6,221,851,110,force_y,Skewness,0.205033750437016,0.205033750437016,0,0,0
PHM2010,c6,222,852,109,force_y,Skewness,0.262440285590293,0.262440285590293,0,0,0
PHM2010,c6,223,853,111,force_y,Skewness,0.568382608875674,0.568382608875674,0,0,0
PHM2010,c6,224,854,110,force_y,Skewness,0.541503859777841,0.541503859777841,0,0,0
PHM2010,c6,225,855,111,force_y,Skewness,0.229130550394731,0.229130550394731,0,0,0
PHM2010,c6,226,856,110,force_y,Skewness,0.375061261535806,0.375061261535806,0,0,0
PHM2010,c6,227,857,110,force_y,Skewness,0.494734696876489,0.494734696876489,0,0,0
PHM2010,c6,228,858,110,force_y,Skewness,0.494347636705749,0.494347636705749,0,0,0
PHM2010,c6,229,859,110,force_y,Skewness,0.660518524448778,0.660518524448778,0,0,0
PHM2010,c6,230,860,110,force_y,Skewness,0.314525764452482,0.314525764452482,0,0,0
PHM2010,c6,231,861,111,force_y,Skewness,0.269730745904814,0.269730745904814,0,0,0
PHM2010,c6,232,862,110,force_y,Skewness,0.41691262927825,0.41691262927825,0,0,0
PHM2010,c6,233,863,110,force_y,Skewness,0.290476494152071,0.290476494152071,0,0,0
PHM2010,c6,234,864,110,force_y,Skewness,0.195293842630326,0.195293842630326,0,0,0
PHM2010,c6,235,865,110,force_y,Skewness,0.333441353153575,0.333441353153575,0,0,0
PHM2010,c6,236,866,111,force_y,Skewness,0.600445302313756,0.600445302313756,0,0,0
PHM2010,c6,237,867,110,force_y,Skewness,0.0898370497597517,0.0898370497597517,0,0,0
PHM2010,c6,238,868,107,force_y,Skewness,0.301503192906515,0.301503192906515,0,0,0
PHM2010,c6,239,869,110,force_y,Skewness,0.492734256132835,0.492734256132835,0,0,0
PHM2010,c6,240,870,110,force_y,Skewness,0.408977202850767,0.408977202850767,0,0,0
PHM2010,c6,241,871,110,force_y,Skewness,0.345067228615822,0.345067228615822,0,0,0
PHM2010,c6,242,872,110,force_y,Skewness,0.436891990909779,0.436891990909779,0,0,0
PHM2010,c6,243,873,111,force_y,Skewness,0.324859331347524,0.324859331347524,0,0,0
PHM2010,c6,244,874,111,force_y,Skewness,0.330022524642642,0.330022524642642,0,0,0
PHM2010,c6,245,875,110,force_y,Skewness,0.437569479462329,0.437569479462329,0,0,0
PHM2010,c6,246,876,111,force_y,Skewness,0.390926946330593,0.390926946330593,0,0,0
PHM2010,c6,247,877,111,force_y,Skewness,0.281050311234676,0.281050311234676,0,0,0
PHM2010,c6,248,878,111,force_y,Skewness,0.522085775776087,0.522085775776087,0,0,0
PHM2010,c6,249,879,110,force_y,Skewness,0.335163606622226,0.335163606622226,0,0,0
PHM2010,c6,250,880,110,force_y,Skewness,0.347675789736447,0.347675789736447,0,0,0
PHM2010,c6,251,881,110,force_y,Skewness,0.502117557137906,0.502117557137906,0,0,0
PHM2010,c6,252,882,110,force_y,Skewness,0.690317521225671,0.690317521225671,0,0,0
PHM2010,c6,253,883,110,force_y,Skewness,0.270862668331761,0.270862668331761,0,0,0
PHM2010,c6,254,884,110,force_y,Skewness,0.329159789317579,0.329159789317579,0,0,0
PHM2010,c6,255,885,110,force_y,Skewness,0.365094610336892,0.365094610336892,0,0,0
PHM2010,c6,256,886,110,force_y,Skewness,0.357663261272738,0.357663261272738,0,0,0
PHM2010,c6,257,887,110,force_y,Skewness,0.155500988990538,0.155500988990538,0,0,0
PHM2010,c6,258,888,110,force_y,Skewness,0.444799860076754,0.444799860076754,0,0,0
PHM2010,c6,259,889,110,force_y,Skewness,0.264283625755363,0.264283625755363,0,0,0
PHM2010,c6,260,890,110,force_y,Skewness,0.32056056628508,0.32056056628508,0,0,0
PHM2010,c6,261,891,110,force_y,Skewness,0.543491836889357,0.543491836889357,0,0,0
PHM2010,c6,262,892,110,force_y,Skewness,0.417461507955005,0.417461507955005,0,0,0
PHM2010,c6,263,893,110,force_y,Skewness,0.300604434879793,0.300604434879793,0,0,0
PHM2010,c6,264,894,110,force_y,Skewness,0.16109492118871,0.16109492118871,0,0,0
PHM2010,c6,265,895,110,force_y,Skewness,0.315729085121295,0.315729085121295,0,0,0
PHM2010,c6,266,896,110,force_y,Skewness,0.380331870568966,0.380331870568966,0,0,0
PHM2010,c6,267,897,110,force_y,Skewness,0.477852195144367,0.477852195144367,0,0,0
PHM2010,c6,268,898,110,force_y,Skewness,0.6149772143134,0.6149772143134,0,0,0
PHM2010,c6,269,899,110,force_y,Skewness,0.264290193544303,0.264290193544303,0,0,0
PHM2010,c6,270,900,110,force_y,Skewness,0.244654293651975,0.244654293651975,0,0,0
PHM2010,c6,271,901,110,force_y,Skewness,0.33977665162108,0.33977665162108,0,0,0
PHM2010,c6,272,902,110,force_y,Skewness,0.519644774014892,0.519644774014892,0,0,0
PHM2010,c6,273,903,110,force_y,Skewness,0.312852225794282,0.312852225794282,0,0,0
PHM2010,c6,274,904,110,force_y,Skewness,0.275704587796485,0.275704587796485,0,0,0
PHM2010,c6,275,905,110,force_y,Skewness,0.262880101349044,0.262880101349044,0,0,0
PHM2010,c6,276,906,110,force_y,Skewness,0.413586437958197,0.413586437958197,0,0,0
PHM2010,c6,277,907,110,force_y,Skewness,0.217705901929589,0.217705901929589,0,0,0
PHM2010,c6,278,908,107,force_y,Skewness,0.179026499659342,0.179026499659342,0,0,0
PHM2010,c6,279,909,110,force_y,Skewness,0.197518135152357,0.197518135152357,0,0,0
PHM2010,c6,280,910,110,force_y,Skewness,0.494465855814587,0.494465855814587,0,0,0
PHM2010,c6,281,911,110,force_y,Skewness,0.511681207174422,0.511681207174422,0,0,0
PHM2010,c6,282,912,110,force_y,Skewness,0.327490273634342,0.327490273634342,0,0,0
PHM2010,c6,283,913,110,force_y,Skewness,0.40026879880774,0.40026879880774,0,0,0
PHM2010,c6,284,914,110,force_y,Skewness,0.420013042803712,0.420013042803712,0,0,0
PHM2010,c6,285,915,110,force_y,Skewness,0.346182860030367,0.346182860030367,0,0,0
PHM2010,c6,286,916,110,force_y,Skewness,0.298281750465151,0.298281750465151,0,0,0
PHM2010,c6,287,917,110,force_y,Skewness,0.260203643777323,0.260203643777323,0,0,0
PHM2010,c6,288,918,110,force_y,Skewness,0.439934640031562,0.439934640031562,0,0,0
PHM2010,c6,289,919,113,force_y,Skewness,0.275130332274097,0.275130332274097,0,0,0
PHM2010,c6,290,920,111,force_y,Skewness,0.212739267375004,0.212739267375004,0,0,0
PHM2010,c6,291,921,111,force_y,Skewness,0.213574359518216,0.213574359518216,0,0,0
PHM2010,c6,292,922,111,force_y,Skewness,0.512383001135459,0.512383001135459,0,0,0
PHM2010,c6,293,923,111,force_y,Skewness,0.105082816546346,0.105082816546346,0,0,0
PHM2010,c6,294,924,111,force_y,Skewness,0.358187118383098,0.358187118383098,0,0,0
PHM2010,c6,295,925,111,force_y,Skewness,0.423295857608297,0.423295857608297,0,0,0
PHM2010,c6,296,926,111,force_y,Skewness,0.322628244628386,0.322628244628386,0,0,0
PHM2010,c6,297,927,111,force_y,Skewness,0.291127291997723,0.291127291997723,0,0,0
PHM2010,c6,298,928,111,force_y,Skewness,0.630243139803541,0.630243139803541,0,0,0
PHM2010,c6,299,929,111,force_y,Skewness,0.370371997572102,0.370371997572102,0,0,0
PHM2010,c6,300,930,110,force_y,Skewness,0.474405414545183,0.474405414545183,0,0,0
PHM2010,c6,301,931,111,force_y,Skewness,0.501091613762123,0.501091613762123,0,0,0
PHM2010,c6,302,932,110,force_y,Skewness,0.232553118169575,0.232553118169575,0,0,0
PHM2010,c6,303,933,110,force_y,Skewness,0.54127593153355,0.54127593153355,0,0,0
PHM2010,c6,304,934,110,force_y,Skewness,0.227315169019107,0.227315169019107,0,0,0
PHM2010,c6,305,935,110,force_y,Skewness,0.23071082833035,0.23071082833035,0,0,0
PHM2010,c6,306,936,110,force_y,Skewness,0.241124238346636,0.241124238346636,0,0,0
PHM2010,c6,307,937,110,force_y,Skewness,0.238710207881594,0.238710207881594,0,0,0
PHM2010,c6,308,938,110,force_y,Skewness,0.322119943478823,0.322119943478823,0,0,0
PHM2010,c6,309,939,110,force_y,Skewness,0.408741684173103,0.408741684173103,0,0,0
PHM2010,c6,310,940,110,force_y,Skewness,0.331031313962723,0.331031313962723,0,0,0
PHM2010,c6,311,941,108,force_y,Skewness,0.405694345989891,0.405694345989891,0,0,0
PHM2010,c6,312,942,110,force_y,Skewness,0.50833609800029,0.50833609800029,0,0,0
PHM2010,c6,313,943,110,force_y,Skewness,0.357989148005171,0.357989148005171,0,0,0
PHM2010,c6,314,944,110,force_y,Skewness,0.591553191093453,0.591553191093453,0,0,0
PHM2010,c6,315,945,110,force_y,Skewness,0.421828262229062,0.421828262229062,0,0,0
PHM2010,c1,1,1,64,force_y,Kurtosis,2.88272400037412,2.88272400037412,0,0,0
PHM2010,c1,2,2,109,force_y,Kurtosis,3.44396213652798,3.44396213652798,0,0,0
PHM2010,c1,3,3,110,force_y,Kurtosis,3.52727511680072,3.52727511680072,0,0,0
PHM2010,c1,4,4,110,force_y,Kurtosis,3.95638000874406,3.95638000874406,0,0,0
PHM2010,c1,5,5,110,force_y,Kurtosis,3.59979548723967,3.59979548723967,0,0,0
PHM2010,c1,6,6,110,force_y,Kurtosis,3.38531369692532,3.38531369692532,0,0,0
PHM2010,c1,7,7,110,force_y,Kurtosis,3.27103222665466,3.27103222665466,0,0,0
PHM2010,c1,8,8,110,force_y,Kurtosis,3.34773586558443,3.34773586558443,0,0,0
PHM2010,c1,9,9,110,force_y,Kurtosis,3.63602880887949,3.63602880887949,0,0,0
PHM2010,c1,10,10,110,force_y,Kurtosis,3.1911377823373,3.1911377823373,0,0,0
PHM2010,c1,11,11,110,force_y,Kurtosis,3.70717388452732,3.70717388452732,0,0,0
PHM2010,c1,12,12,110,force_y,Kurtosis,3.15805827069067,3.15805827069067,0,0,0
PHM2010,c1,13,13,110,force_y,Kurtosis,3.39352569334368,3.39352569334368,0,0,0
PHM2010,c1,14,14,110,force_y,Kurtosis,3.09173180521367,3.09173180521367,0,0,0
PHM2010,c1,15,15,110,force_y,Kurtosis,4.08518110449088,4.08518110449088,0,0,0
PHM2010,c1,16,16,110,force_y,Kurtosis,3.75869917845668,3.75869917845668,0,0,0
PHM2010,c1,17,17,110,force_y,Kurtosis,3.63457569473057,3.63457569473057,0,0,0
PHM2010,c1,18,18,110,force_y,Kurtosis,3.42888009352579,3.42888009352579,0,0,0
PHM2010,c1,19,19,110,force_y,Kurtosis,3.79507091913425,3.79507091913425,0,0,0
PHM2010,c1,20,20,110,force_y,Kurtosis,3.80577810991452,3.80577810991452,0,0,0
PHM2010,c1,21,21,112,force_y,Kurtosis,3.64639492874402,3.64639492874402,0,0,0
PHM2010,c1,22,22,110,force_y,Kurtosis,3.68777625755201,3.68777625755201,0,0,0
PHM2010,c1,23,23,110,force_y,Kurtosis,3.36849897312168,3.36849897312168,0,0,0
PHM2010,c1,24,24,110,force_y,Kurtosis,4.03221410622435,4.03221410622435,0,0,0
PHM2010,c1,25,25,110,force_y,Kurtosis,3.78014938881356,3.78014938881356,0,0,0
PHM2010,c1,26,26,110,force_y,Kurtosis,4.52392777426796,4.52392777426796,0,0,0
PHM2010,c1,27,27,110,force_y,Kurtosis,3.87139100288574,3.87139100288574,0,0,0
PHM2010,c1,28,28,110,force_y,Kurtosis,3.90650498914523,3.90650498914523,0,0,0
PHM2010,c1,29,29,110,force_y,Kurtosis,3.65999686137594,3.65999686137594,0,0,0
PHM2010,c1,30,30,110,force_y,Kurtosis,4.30700077617152,4.30700077617152,0,0,0
PHM2010,c1,31,31,110,force_y,Kurtosis,4.34491184068702,4.34491184068702,0,0,0
PHM2010,c1,32,32,110,force_y,Kurtosis,3.23915432360132,3.23915432360132,0,0,0
PHM2010,c1,33,33,110,force_y,Kurtosis,3.92487031062613,3.92487031062613,0,0,0
PHM2010,c1,34,34,110,force_y,Kurtosis,3.68315864439905,3.68315864439905,0,0,0
PHM2010,c1,35,35,110,force_y,Kurtosis,4.02820284172995,4.02820284172995,0,0,0
PHM2010,c1,36,36,110,force_y,Kurtosis,3.56261982393498,3.56261982393498,0,0,0
PHM2010,c1,37,37,110,force_y,Kurtosis,5.04284936681794,5.04284936681794,0,0,0
PHM2010,c1,38,38,110,force_y,Kurtosis,4.57244315647946,4.57244315647946,0,0,0
PHM2010,c1,39,39,110,force_y,Kurtosis,3.36903217227967,3.36903217227967,0,0,0
PHM2010,c1,40,40,110,force_y,Kurtosis,3.3813076573205,3.3813076573205,0,0,0
PHM2010,c1,41,41,110,force_y,Kurtosis,3.45735241926815,3.45735241926815,0,0,0
PHM2010,c1,42,42,110,force_y,Kurtosis,3.50772601247001,3.50772601247001,0,0,0
PHM2010,c1,43,43,110,force_y,Kurtosis,3.16123764961306,3.16123764961306,0,0,0
PHM2010,c1,44,44,110,force_y,Kurtosis,3.71688987757006,3.71688987757006,0,0,0
PHM2010,c1,45,45,110,force_y,Kurtosis,3.44470763861744,3.44470763861744,0,0,0
PHM2010,c1,46,46,110,force_y,Kurtosis,4.01510484776503,4.01510484776503,0,0,0
PHM2010,c1,47,47,110,force_y,Kurtosis,3.37591206364376,3.37591206364376,0,0,0
PHM2010,c1,48,48,110,force_y,Kurtosis,3.38889765521088,3.38889765521088,0,0,0
PHM2010,c1,49,49,110,force_y,Kurtosis,4.19501706721509,4.19501706721509,0,0,0
PHM2010,c1,50,50,110,force_y,Kurtosis,3.31643430775239,3.31643430775239,0,0,0
PHM2010,c1,51,51,110,force_y,Kurtosis,2.91898863153517,2.91898863153517,0,0,0
PHM2010,c1,52,52,110,force_y,Kurtosis,3.72478972725476,3.72478972725476,0,0,0
PHM2010,c1,53,53,110,force_y,Kurtosis,3.71993748340505,3.71993748340505,0,0,0
PHM2010,c1,54,54,110,force_y,Kurtosis,4.55400230504646,4.55400230504646,0,0,0
PHM2010,c1,55,55,110,force_y,Kurtosis,4.21051296534149,4.21051296534149,0,0,0
PHM2010,c1,56,56,110,force_y,Kurtosis,4.68541340691931,4.68541340691931,0,0,0
PHM2010,c1,57,57,110,force_y,Kurtosis,3.38310810255266,3.38310810255266,0,0,0
PHM2010,c1,58,58,110,force_y,Kurtosis,4.97451544081179,4.97451544081179,0,0,0
PHM2010,c1,59,59,110,force_y,Kurtosis,3.88682167781778,3.88682167781778,0,0,0
PHM2010,c1,60,60,110,force_y,Kurtosis,4.9008732713155,4.9008732713155,0,0,0
PHM2010,c1,61,61,110,force_y,Kurtosis,5.09946952629917,5.09946952629917,0,0,0
PHM2010,c1,62,62,110,force_y,Kurtosis,3.32683885400817,3.32683885400817,0,0,0
PHM2010,c1,63,63,110,force_y,Kurtosis,3.02541183267964,3.02541183267964,0,0,0
PHM2010,c1,64,64,110,force_y,Kurtosis,4.34341257443536,4.34341257443536,0,0,0
PHM2010,c1,65,65,111,force_y,Kurtosis,5.0300143016329,5.0300143016329,0,0,0
PHM2010,c1,66,66,110,force_y,Kurtosis,5.13047235293047,5.13047235293047,0,0,0
PHM2010,c1,67,67,110,force_y,Kurtosis,4.36912311201388,4.36912311201388,0,0,0
PHM2010,c1,68,68,110,force_y,Kurtosis,4.52695675313971,4.52695675313971,0,0,0
PHM2010,c1,69,69,110,force_y,Kurtosis,3.76651360741743,3.76651360741743,0,0,0
PHM2010,c1,70,70,110,force_y,Kurtosis,5.1873284053651,5.1873284053651,0,0,0
PHM2010,c1,71,71,110,force_y,Kurtosis,3.96728003086464,3.96728003086464,0,0,0
PHM2010,c1,72,72,110,force_y,Kurtosis,4.85367844817891,4.85367844817891,0,0,0
PHM2010,c1,73,73,110,force_y,Kurtosis,4.57861972617354,4.57861972617354,0,0,0
PHM2010,c1,74,74,110,force_y,Kurtosis,3.94246208903899,3.94246208903899,0,0,0
PHM2010,c1,75,75,110,force_y,Kurtosis,3.3369594594619,3.3369594594619,0,0,0
PHM2010,c1,76,76,110,force_y,Kurtosis,4.38148107823818,4.38148107823818,0,0,0
PHM2010,c1,77,77,110,force_y,Kurtosis,5.9144481397362,5.9144481397362,0,0,0
PHM2010,c1,78,78,110,force_y,Kurtosis,3.96245739710587,3.96245739710587,0,0,0
PHM2010,c1,79,79,110,force_y,Kurtosis,3.95311449772932,3.95311449772932,0,0,0
PHM2010,c1,80,80,110,force_y,Kurtosis,5.26286124640833,5.26286124640833,0,0,0
PHM2010,c1,81,81,110,force_y,Kurtosis,3.79907205757126,3.79907205757126,0,0,0
PHM2010,c1,82,82,110,force_y,Kurtosis,4.86233678296574,4.86233678296574,0,0,0
PHM2010,c1,83,83,110,force_y,Kurtosis,4.70846481862254,4.70846481862254,0,0,0
PHM2010,c1,84,84,110,force_y,Kurtosis,5.29092306635399,5.29092306635399,0,0,0
PHM2010,c1,85,85,110,force_y,Kurtosis,4.39424383511547,4.39424383511547,0,0,0
PHM2010,c1,86,86,110,force_y,Kurtosis,6.11918747772711,6.11918747772711,0,0,0
PHM2010,c1,87,87,110,force_y,Kurtosis,4.12128326990049,4.12128326990049,0,0,0
PHM2010,c1,88,88,110,force_y,Kurtosis,4.70470091551957,4.70470091551957,0,0,0
PHM2010,c1,89,89,110,force_y,Kurtosis,4.72222567796802,4.72222567796802,0,0,0
PHM2010,c1,90,90,110,force_y,Kurtosis,5.24716534931313,5.24716534931313,0,0,0
PHM2010,c1,91,91,110,force_y,Kurtosis,4.16994535764416,4.16994535764416,0,0,0
PHM2010,c1,92,92,110,force_y,Kurtosis,4.32863245151013,4.32863245151013,0,0,0
PHM2010,c1,93,93,110,force_y,Kurtosis,5.56764073358755,5.56764073358755,0,0,0
PHM2010,c1,94,94,110,force_y,Kurtosis,3.68967641541997,3.68967641541997,0,0,0
PHM2010,c1,95,95,110,force_y,Kurtosis,4.63454299316753,4.63454299316753,0,0,0
PHM2010,c1,96,96,110,force_y,Kurtosis,4.37635871217893,4.37635871217893,0,0,0
PHM2010,c1,97,97,112,force_y,Kurtosis,4.17281014259223,4.17281014259223,0,0,0
PHM2010,c1,98,98,110,force_y,Kurtosis,4.84474860965977,4.84474860965977,0,0,0
PHM2010,c1,99,99,110,force_y,Kurtosis,4.116402439071,4.116402439071,0,0,0
PHM2010,c1,100,100,110,force_y,Kurtosis,4.73501913049801,4.73501913049801,0,0,0
PHM2010,c1,101,101,110,force_y,Kurtosis,4.90158878691562,4.90158878691562,0,0,0
PHM2010,c1,102,102,110,force_y,Kurtosis,4.04517326369162,4.04517326369162,0,0,0
PHM2010,c1,103,103,110,force_y,Kurtosis,4.84031884990865,4.84031884990865,0,0,0
PHM2010,c1,104,104,110,force_y,Kurtosis,4.16843874516705,4.16843874516705,0,0,0
PHM2010,c1,105,105,110,force_y,Kurtosis,4.39654453424809,4.39654453424809,0,0,0
PHM2010,c1,106,106,110,force_y,Kurtosis,3.67885690780893,3.67885690780893,0,0,0
PHM2010,c1,107,107,110,force_y,Kurtosis,4.66832874226091,4.66832874226091,0,0,0
PHM2010,c1,108,108,110,force_y,Kurtosis,5.10786875732209,5.10786875732209,0,0,0
PHM2010,c1,109,109,110,force_y,Kurtosis,4.69306341051706,4.69306341051706,0,0,0
PHM2010,c1,110,110,110,force_y,Kurtosis,4.39174210153192,4.39174210153192,0,0,0
PHM2010,c1,111,111,110,force_y,Kurtosis,3.9543957640211,3.9543957640211,0,0,0
PHM2010,c1,112,112,110,force_y,Kurtosis,5.34911313982068,5.34911313982068,0,0,0
PHM2010,c1,113,113,110,force_y,Kurtosis,5.20072693506558,5.20072693506558,0,0,0
PHM2010,c1,114,114,110,force_y,Kurtosis,5.03426403571449,5.03426403571449,0,0,0
PHM2010,c1,115,115,110,force_y,Kurtosis,4.1548243818369,4.1548243818369,0,0,0
PHM2010,c1,116,116,110,force_y,Kurtosis,4.95684252195987,4.95684252195987,0,0,0
PHM2010,c1,117,117,110,force_y,Kurtosis,5.26154593293962,5.26154593293962,0,0,0
PHM2010,c1,118,118,110,force_y,Kurtosis,4.29267599386295,4.29267599386295,0,0,0
PHM2010,c1,119,119,110,force_y,Kurtosis,4.07711370594484,4.07711370594484,0,0,0
PHM2010,c1,120,120,110,force_y,Kurtosis,3.41707091871363,3.41707091871363,0,0,0
PHM2010,c1,121,121,110,force_y,Kurtosis,4.07631215726161,4.07631215726161,0,0,0
PHM2010,c1,122,122,110,force_y,Kurtosis,3.98479312381603,3.98479312381603,0,0,0
PHM2010,c1,123,123,110,force_y,Kurtosis,4.28734634348922,4.28734634348922,0,0,0
PHM2010,c1,124,124,110,force_y,Kurtosis,5.36916021079393,5.36916021079393,0,0,0
PHM2010,c1,125,125,110,force_y,Kurtosis,4.8832114652193,4.8832114652193,0,0,0
PHM2010,c1,126,126,110,force_y,Kurtosis,5.0153989342221,5.0153989342221,0,0,0
PHM2010,c1,127,127,110,force_y,Kurtosis,3.6846573591777,3.6846573591777,0,0,0
