OriginalIndex,CaseID,RunID,VB,Sensor,SignalMean,SignalStd,SignalMAD,ModeValue,ModeRatio,UpperRailRatio,LowerRailRatio,RailRatio
38,3,8,0.23,smcAC,-0.165277777777778,1.30770205434371,1.23779296875,-0.146484375,0.00266666666666667,0,0,0
38,3,8,0.23,smcDC,5.18048285590278,0.165794086624802,0.087890625,5.263671875,0.0182222222222222,0,0,0
38,3,8,0.23,vib_table,0.670631510416667,0.144835751410398,0.1171875,0.75439453125,0.00977777777777778,0,0,0
38,3,8,0.23,vib_spindle,0.279357367621528,0.0109527550354167,0.00732421875,0.2783203125,0.0526666666666667,0,0,0
38,3,8,0.23,AE_table,0.169401448567708,0.0214940927262772,0.0146484375,0.166015625,0.0153333333333333,0,0,0
38,3,8,0.23,AE_spindle,0.225974527994792,0.0312179812283931,0.023193359375,0.228271484375,0.0102222222222222,0,0,0
39,3,9,0.23,smcAC,-0.159598524305556,1.31078368352624,1.22314453125,-0.14892578125,0.00222222222222222,0,0,0
39,3,9,0.23,smcDC,5.13660915798611,0.724678729513595,0.2392578125,5.703125,0.0128888888888889,0,0,0
39,3,9,0.23,vib_table,0.805445421006944,0.180475791004399,0.13671875,0.90087890625,0.008,0,0,0
39,3,9,0.23,vib_spindle,0.275116916232639,0.0217213074773752,0.006103515625,0.2734375,0.0588888888888889,0,0,0
39,3,9,0.23,AE_table,0.175757242838542,0.0207516060581145,0.0140380859375,0.17578125,0.0168888888888889,0,0,0
39,3,9,0.23,AE_spindle,0.245686442057292,0.0285220302098578,0.01953125,0.2569580078125,0.0117777777777778,0,0,0
40,3,10,0.26,smcAC,-0.154717881944444,1.53210153118107,1.483154296875,-1.93603515625,0.00222222222222222,0,0,0
40,3,10,0.26,smcDC,6.05969075520833,0.259820216324635,0.1220703125,6.103515625,0.0137777777777778,0,0,0
40,3,10,0.26,vib_table,0.612878689236111,0.103477095781281,0.08056640625,0.576171875,0.0131111111111111,0,0,0
40,3,10,0.26,vib_spindle,0.29608154296875,0.0104330378764627,0.006103515625,0.294189453125,0.056,0,0,0
40,3,10,0.26,AE_table,0.197949083116319,0.0265393254637354,0.01708984375,0.186767578125,0.0122222222222222,0,0,0
40,3,10,0.26,AE_spindle,0.276122368706597,0.0354869587540681,0.023193359375,0.2587890625,0.0106666666666667,0,0,0
41,3,11,0.28,smcAC,-0.156340060763889,1.58912460627829,1.53076171875,-1.81884765625,0.00222222222222222,0,0,0
41,3,11,0.28,smcDC,6.26866427951389,0.338220117829276,0.1416015625,6.4453125,0.0162222222222222,0,0,0
41,3,11,0.28,vib_table,0.793145073784722,0.111738980965848,0.08056640625,0.7763671875,0.0113333333333333,0,0,0
41,3,11,0.28,vib_spindle,0.2668115234375,0.0104383686575657,0.006103515625,0.263671875,0.056,0,0,0
41,3,11,0.28,AE_table,0.199759792751736,0.0244437307258501,0.015869140625,0.201416015625,0.0128888888888889,0,0,0
41,3,11,0.28,AE_spindle,0.310707600911458,0.0425006352934813,0.02685546875,0.321044921875,0.00955555555555555,0,0,0
42,3,12,0.33,smcAC,-0.156008572048611,1.70912863731223,1.671142578125,-2.255859375,0.00244444444444444,0,0,0
42,3,12,0.33,smcDC,6.75849717881944,0.378144944533001,0.1904296875,6.8701171875,0.0133333333333333,0,0,0
42,3,12,0.33,vib_table,0.602301974826389,0.0673455784416733,0.04150390625,0.60302734375,0.0186666666666667,0,0,0
42,3,12,0.33,vib_spindle,0.260599229600694,0.0104599863688621,0.006103515625,0.25390625,0.0611111111111111,0,0,0
42,3,12,0.33,AE_table,0.225226779513889,0.0291039581163534,0.0189208984375,0.21484375,0.0128888888888889,0,0,0
42,3,12,0.33,AE_spindle,0.299217529296875,0.0342110842247091,0.02197265625,0.2783203125,0.0104444444444444,0,0,0
43,3,14,0.36,smcAC,-0.155290256076389,1.6984540224232,1.689453125,1.9970703125,0.00222222222222222,0,0,0
43,3,14,0.36,smcDC,6.71399848090278,0.262251475060736,0.107421875,6.865234375,0.0157777777777778,0,0,0
43,3,14,0.36,vib_table,0.553560655381944,0.0542969307137763,0.03662109375,0.54931640625,0.0202222222222222,0,0,0
43,3,14,0.36,AE_table,0.222648383246528,0.0264467014773101,0.0177001953125,0.218505859375,0.0131111111111111,0,0,0
43,3,14,0.36,AE_spindle,0.4079248046875,0.0691953928164563,0.042724609375,0.3570556640625,0.00666666666666667,0,0,0
44,3,15,0.44,smcAC,-0.155955946180556,1.84105881375007,1.798095703125,-2.53173828125,0.002,0,0,0
44,3,15,0.44,smcDC,7.27979383680556,0.555270145025894,0.25390625,7.65625,0.0102222222222222,0,0,0
44,3,15,0.44,vib_table,0.677554796006944,0.0793059466112499,0.06103515625,0.7177734375,0.0135555555555556,0,0,0
44,3,15,0.44,vib_spindle,0.261473795572917,0.0119943873746542,0.006103515625,0.25390625,0.0546666666666667,0,0,0
44,3,15,0.44,AE_table,0.252263047960069,0.0349419006882642,0.02197265625,0.2423095703125,0.0106666666666667,0,0,0
44,3,15,0.44,AE_spindle,0.333856879340278,0.0480769123248659,0.02899169921875,0.316162109375,0.00888888888888889,0,0,0
45,3,16,0.55,smcAC,-0.144080946180556,2.04781288220718,2.041015625,2.0751953125,0.002,0,0,0
45,3,16,0.55,smcDC,8.09765733506944,0.351031036201804,0.11962890625,8.251953125,0.0155555555555556,0,0,0
45,3,16,0.55,vib_table,0.554447699652778,0.0576628621896395,0.0390625,0.5712890625,0.0224444444444444,0,0,0
45,3,16,0.55,vib_spindle,0.276530219184028,0.0137751631720072,0.00732421875,0.2734375,0.0582222222222222,0,0,0
45,3,16,0.55,AE_table,0.253912489149306,0.0304708543692219,0.0201416015625,0.23681640625,0.0113333333333333,0,0,0
45,3,16,0.55,AE_spindle,0.335709771050347,0.0456155698158514,0.0286865234375,0.323486328125,0.00866666666666667,0,0,0
46,4,1,0.08,smcAC,-0.161216905381944,1.3375719997007,1.25,-0.1416015625,0.00288888888888889,0,0,0
46,4,1,0.08,smcDC,5.27879340277778,0.31511974217844,0.1806640625,5.4541015625,0.0102222222222222,0,0,0
46,4,1,0.08,vib_table,1.54596625434028,0.528131275255364,0.3662109375,1.81640625,0.00422222222222222,0,0,0
46,4,1,0.08,vib_spindle,0.300206976996528,0.013527234884649,0.008544921875,0.2978515625,0.0468888888888889,0,0,0
46,4,1,0.08,AE_table,0.184253336588542,0.0442707398172567,0.023193359375,0.1605224609375,0.0106666666666667,0,0,0
46,4,1,0.08,AE_spindle,0.234662407769097,0.061084700369491,0.0311279296875,0.20751953125,0.00822222222222222,0,0,0
47,4,2,0.13,smcAC,-0.155739474826389,1.56252520623194,1.43310546875,-0.14892578125,0.00222222222222222,0,0,0
47,4,2,0.13,smcDC,6.159443359375,0.378728119550451,0.1904296875,6.3671875,0.012,0,0,0
47,4,2,0.13,vib_table,1.19601453993056,0.37291151857128,0.234375,1.4794921875,0.00555555555555556,0,0,0
47,4,2,0.13,vib_spindle,0.290301106770833,0.0141281922998399,0.008544921875,0.29052734375,0.0433333333333333,0,0,0
47,4,2,0.13,AE_table,0.191463216145833,0.029612527279778,0.0213623046875,0.1959228515625,0.0111111111111111,0,0,0
47,4,2,0.13,AE_spindle,0.252810194227431,0.0474460766496647,0.035400390625,0.260009765625,0.00688888888888889,0,0,0
48,4,3,0.2,smcAC,-0.155750325520833,1.58355506122193,1.463623046875,-0.146484375,0.00244444444444444,0,0,0
48,4,3,0.2,smcDC,6.24789496527778,0.333893747235593,0.1708984375,6.40625,0.0137777777777778,0,0,0
48,4,3,0.2,vib_table,1.61386338975694,0.354580498863845,0.1904296875,1.85302734375,0.00622222222222222,0,0,0
48,4,3,0.2,vib_spindle,0.284167751736111,0.0147361075792963,0.008544921875,0.2783203125,0.0404444444444444,0,0,0
48,4,3,0.2,AE_table,0.197125515407986,0.0318670377740284,0.0225830078125,0.17578125,0.0108888888888889,0,0,0
48,4,3,0.2,AE_spindle,0.292315402560764,0.0604850913465362,0.0421142578125,0.2728271484375,0.00622222222222222,0,0,0
49,4,4,0.31,smcAC,-0.146821831597222,1.77783588440623,1.67236328125,1.75537109375,0.002,0,0,0
49,4,4,0.31,smcDC,7.01062717013889,0.353975195649055,0.1611328125,7.1533203125,0.0122222222222222,0,0,0
49,4,4,0.31,vib_table,1.04245551215278,0.195505161332238,0.1318359375,0.99853515625,0.00822222222222222,0,0,0
49,4,4,0.31,vib_spindle,0.290296223958333,0.0146795245293949,0.008544921875,0.283203125,0.0457777777777778,0,0,0
49,4,4,0.31,AE_table,0.225869683159722,0.0335119406027704,0.02197265625,0.2386474609375,0.0113333333333333,0,0,0
49,4,4,0.31,AE_spindle,0.283163248697917,0.0401672830179144,0.02777099609375,0.2789306640625,0.0104444444444444,0,0,0
50,4,5,0.35,smcAC,-0.1538916015625,1.82897280134736,1.710205078125,-0.15380859375,0.00177777777777778,0,0,0
50,4,5,0.35,smcDC,7.22395724826389,0.305318532918251,0.1611328125,7.2509765625,0.0137777777777778,0,0,0
50,4,5,0.35,vib_table,0.841745334201389,0.180994468429949,0.1318359375,0.869140625,0.00711111111111111,0,0,0
50,4,5,0.35,vib_spindle,0.279900444878472,0.0134709767939246,0.008544921875,0.2734375,0.0477777777777778,0,0,0
50,4,5,0.35,AE_table,0.217180582682292,0.030216178977716,0.01953125,0.2197265625,0.0111111111111111,0,0,0
50,4,5,0.35,AE_spindle,0.346293674045139,0.0589094611478011,0.0396728515625,0.3399658203125,0.00733333333333333,0,0,0
51,4,6,0.4,smcAC,-0.150461697048611,2.17043965751057,2.05322265625,-2.48779296875,0.002,0,0,0
51,4,6,0.4,smcDC,8.61090603298611,0.610402983102881,0.3173828125,8.7890625,0.00688888888888889,0,0,0
51,4,6,0.4,vib_table,1.18592013888889,0.254453874915955,0.21728515625,0.859375,0.006,0,0,0
51,4,6,0.4,vib_spindle,0.294574924045139,0.0107547555646374,0.00732421875,0.294189453125,0.0484444444444444,0,0,0
51,4,6,0.4,AE_table,0.294966498480903,0.0491665756842598,0.03204345703125,0.2862548828125,0.00822222222222222,0,0,0
51,4,6,0.4,AE_spindle,0.358138427734375,0.0595519289647032,0.0421142578125,0.3594970703125,0.00622222222222222,0,0,0
52,4,7,0.49,smcAC,-0.1457177734375,2.28493909793259,2.178955078125,2.0703125,0.00177777777777778,0,0,0
52,4,7,0.49,smcDC,9.07351779513889,0.485704708217943,0.302734375,9.23828125,0.00755555555555556,0,0,0
52,4,7,0.49,vib_table,0.802092556423611,0.164229364997068,0.120849609375,0.88623046875,0.00911111111111111,0,0,0
52,4,7,0.49,vib_spindle,0.279556749131944,0.0112329737162166,0.00732421875,0.2783203125,0.054,0,0,0
52,4,7,0.49,AE_table,0.295364718967014,0.0459578467794875,0.0299072265625,0.2880859375,0.00822222222222222,0,0,0
52,4,7,0.49,AE_spindle,0.358162706163194,0.0521694804710595,0.0341796875,0.322265625,0.00711111111111111,0,0,0
53,9,1,0,smcAC,-0.155778537326389,1.67498813497012,1.6552734375,-0.146484375,0.00222222222222222,0,0,0
53,9,1,0,smcDC,6.64899739583333,0.213689773066228,0.15625,6.6015625,0.0108888888888889,0,0,0
53,9,1,0,vib_spindle,0.32092529296875,0.0132460824237738,0.008544921875,0.3125,0.0411111111111111,0,0,0
53,9,1,0,AE_table,0.194345703125,0.0184221772982748,0.01220703125,0.18798828125,0.018,0,0,0
53,9,1,0,AE_spindle,0.235576714409722,0.0312765982454056,0.0189208984375,0.2099609375,0.0122222222222222,0,0,0
54,9,2,0.1,smcAC,-0.15619140625,1.63967851515045,1.6259765625,-0.1513671875,0.00244444444444444,0,0,0
54,9,2,0.1,smcDC,6.51689887152778,0.230168995035131,0.15625,6.416015625,0.0111111111111111,0,0,0
54,9,2,0.1,vib_table,1.73122450086806,0.180489620891547,0.13671875,1.78955078125,0.00844444444444444,0,0,0
54,9,2,0.1,vib_spindle,0.316918674045139,0.0147055361027838,0.009765625,0.3125,0.0437777777777778,0,0,0
54,9,2,0.1,AE_table,0.201496988932292,0.0187855839870007,0.01220703125,0.2001953125,0.016,0,0,0
54,9,2,0.1,AE_spindle,0.238740776909722,0.0301117118554569,0.0189208984375,0.2178955078125,0.0115555555555556,0,0,0
55,9,3,0.14,smcAC,-0.144357638888889,2.11172769443515,2.08984375,-2.88818359375,0.00177777777777778,0,0,0
55,9,3,0.14,smcDC,8.42484375,0.216456253416755,0.185546875,8.6328125,0.0111111111111111,0,0,0
55,9,3,0.14,vib_table,1.81125705295139,0.204220569200069,0.13671875,1.7626953125,0.00755555555555556,0,0,0
55,9,3,0.14,vib_spindle,0.36327880859375,0.0207408319516617,0.013427734375,0.36376953125,0.0288888888888889,0,0,0
55,9,3,0.14,AE_table,0.217509901258681,0.0224348607067644,0.0146484375,0.225830078125,0.0166666666666667,0,0,0
55,9,3,0.14,AE_spindle,0.277601318359375,0.040844943385239,0.0238037109375,0.2691650390625,0.01,0,0,0
56,9,4,0.19,smcAC,-0.150120442708333,2.41334855571139,2.40478515625,-3.23486328125,0.00177777777777778,0,0,0
56,9,4,0.19,vib_table,1.96146809895833,0.23219962003596,0.16357421875,1.85302734375,0.00622222222222222,0,0,0
56,9,4,0.19,vib_spindle,0.337527940538194,0.0116620739508822,0.00732421875,0.33447265625,0.0522222222222222,0,0,0
56,9,4,0.19,AE_table,0.234752739800347,0.0253313299495313,0.01708984375,0.230712890625,0.0122222222222222,0,0,0
56,9,4,0.19,AE_spindle,0.295947672526042,0.0392915506868582,0.023193359375,0.2838134765625,0.00933333333333333,0,0,0
57,9,5,0.27,smcAC,-0.136131184895833,2.71139953439093,2.6953125,-3.5205078125,0.00155555555555556,0,0,0
57,9,5,0.27,vib_table,1.25071506076389,0.13407837222334,0.0927734375,1.2890625,0.00955555555555555,0,0,0
57,9,5,0.27,vib_spindle,0.311582845052083,0.0130277061115877,0.008544921875,0.3125,0.044,0,0,0
57,9,5,0.27,AE_table,0.274461127387153,0.0285215826110901,0.0189208984375,0.255126953125,0.0117777777777778,0,0,0
57,9,5,0.27,AE_spindle,0.321458062065972,0.0371632342131121,0.0238037109375,0.3204345703125,0.00933333333333333,0,0,0
58,9,6,0.38,smcAC,-0.138899739583333,2.91868964787106,2.9150390625,-4.1015625,0.00244444444444444,0,0,0
58,9,6,0.38,vib_table,1.007861328125,0.099718237871501,0.06591796875,1.0595703125,0.0142222222222222,0,0,0
58,9,6,0.38,vib_spindle,0.304652506510417,0.0123840386928619,0.008544921875,0.299072265625,0.0446666666666667,0,0,0
58,9,6,0.38,AE_table,0.297907036675347,0.0335980065132849,0.0225830078125,0.2874755859375,0.0102222222222222,0,0,0
58,9,6,0.38,AE_spindle,0.337401394314236,0.0416831979398506,0.02685546875,0.3399658203125,0.00888888888888889,0,0,0
59,9,7,0.47,smcAC,-0.138026258680556,3.20928401719582,3.22021484375,-4.1796875,0.00288888888888889,0,0,0
59,9,7,0.47,vib_table,0.927292209201389,0.0751352972517074,0.05126953125,0.9326171875,0.0153333333333333,0,0,0
59,9,7,0.47,vib_spindle,0.302679307725694,0.0123074145904551,0.00732421875,0.2978515625,0.0522222222222222,0,0,0
59,9,7,0.47,AE_table,0.327206353081597,0.0387953274923057,0.0274658203125,0.3271484375,0.00955555555555555,0,0,0
59,9,7,0.47,AE_spindle,0.364573838975694,0.0502428875978388,0.0335693359375,0.340576171875,0.00866666666666667,0,0,0
60,9,8,0.64,smcAC,-0.13138671875,3.45425502197653,3.4375,4.31640625,0.00266666666666667,0,0,0
60,9,8,0.64,vib_table,0.877292209201389,0.086497426160909,0.057373046875,0.89111328125,0.0137777777777778,0,0,0
60,9,8,0.64,vib_spindle,0.303666178385417,0.0167605247663303,0.008544921875,0.2978515625,0.0448888888888889,0,0,0
60,9,8,0.64,AE_table,0.358712836371528,0.0444580592526444,0.03021240234375,0.341796875,0.00822222222222222,0,0,0
60,9,8,0.64,AE_spindle,0.357116427951389,0.0392811561703373,0.025634765625,0.3515625,0.00844444444444444,0,0,0
61,9,9,0.81,smcAC,-0.138504774305556,3.67000508637148,3.6962890625,4.892578125,0.00244444444444444,0,0,0
61,9,9,0.81,vib_table,0.808517795138889,0.123446841335624,0.08544921875,0.76416015625,0.0104444444444444,0,0,0
61,9,9,0.81,vib_spindle,0.290335557725694,0.0121107634074719,0.00732421875,0.28564453125,0.0524444444444444,0,0,0
61,9,9,0.81,AE_table,0.38906494140625,0.0549371881573452,0.0384521484375,0.41259765625,0.00666666666666667,0,0,0
61,9,9,0.81,AE_spindle,0.439429660373264,0.0757625025887709,0.05126953125,0.36865234375,0.00555555555555556,0,0,0
62,10,1,0,smcAC,-0.166950954861111,1.38436155924293,1.328125,-0.146484375,0.00377777777777778,0,0,0
62,10,1,0,smcDC,5.45125325520833,0.448037533659153,0.23193359375,5.751953125,0.0111111111111111,0,0,0
62,10,1,0,vib_table,1.31913628472222,0.235312017578893,0.14404296875,1.484375,0.00711111111111111,0,0,0
62,10,1,0,vib_spindle,0.301657443576389,0.012886126385869,0.008544921875,0.2978515625,0.0455555555555556,0,0,0
62,10,1,0,AE_table,0.163815511067708,0.0174808589487305,0.010986328125,0.15625,0.0173333333333333,0,0,0
62,10,1,0,AE_spindle,0.191727973090278,0.0194894659804055,0.0128173828125,0.1922607421875,0.0162222222222222,0,0,0
63,10,2,0.04,smcAC,-0.164574652777778,1.41555795431214,1.3720703125,-0.1513671875,0.00377777777777778,0,0,0
63,10,2,0.04,smcDC,5.60598198784722,0.348775798256508,0.20751953125,5.615234375,0.01,0,0,0
63,10,2,0.04,vib_table,1.144970703125,0.273388589300079,0.185546875,1.220703125,0.006,0,0,0
63,10,2,0.04,vib_spindle,0.305342610677083,0.0334026634365797,0.010986328125,0.2978515625,0.0373333333333333,0,0,0
63,10,2,0.04,AE_table,0.171700168185764,0.0185102730138612,0.01220703125,0.16845703125,0.0188888888888889,0,0,0
63,10,2,0.04,AE_spindle,0.212402072482639,0.0291930041305245,0.01953125,0.1922607421875,0.0133333333333333,0,0,0
64,10,3,0.08,smcAC,-0.159216579861111,1.59084260249061,1.552734375,-2.177734375,0.00288888888888889,0,0,0
64,10,3,0.08,smcDC,6.30217990451389,0.332020273602276,0.1953125,6.40625,0.00933333333333333,0,0,0
64,10,3,0.08,vib_table,1.07041286892361,0.219395472371074,0.146484375,1.11328125,0.00755555555555556,0,0,0
64,10,3,0.08,vib_spindle,0.289594455295139,0.0128014561882482,0.008544921875,0.283203125,0.0413333333333333,0,0,0
64,10,3,0.08,AE_table,0.180661214192708,0.0215695547658251,0.0140380859375,0.17578125,0.0173333333333333,0,0,0
64,10,3,0.08,AE_spindle,0.223769802517361,0.0297236530931921,0.0201416015625,0.205078125,0.0131111111111111,0,0,0
65,10,4,0.16,smcAC,-0.158202039930556,1.77608435511082,1.73828125,1.806640625,0.00288888888888889,0,0,0
65,10,4,0.16,smcDC,7.02772135416667,0.366128002331419,0.224609375,7.021484375,0.00933333333333333,0,0,0
65,10,4,0.16,vib_table,1.06734320746528,0.207086365871003,0.12451171875,1.0693359375,0.00844444444444444,0,0,0
65,10,4,0.16,vib_spindle,0.302053765190972,0.0157293662542751,0.009765625,0.29296875,0.0377777777777778,0,0,0
65,10,4,0.16,AE_table,0.211757948133681,0.0234332452098883,0.015869140625,0.216064453125,0.0128888888888889,0,0,0
65,10,4,0.16,AE_spindle,0.232893202039931,0.025427052144175,0.01678466796875,0.2337646484375,0.0135555555555556,0,0,0
66,10,5,0.25,smcAC,-0.152841796875,1.99168065209842,1.9384765625,-2.646484375,0.00266666666666667,0,0,0
66,10,5,0.25,smcDC,7.85498046875,0.474725589723472,0.2587890625,7.783203125,0.00755555555555556,0,0,0
66,10,5,0.25,vib_table,0.9346142578125,0.131262833330214,0.07568359375,0.9619140625,0.0128888888888889,0,0,0
66,10,5,0.25,vib_spindle,0.290714518229167,0.0143108622308867,0.008544921875,0.283203125,0.0475555555555556,0,0,0
66,10,5,0.25,AE_table,0.231414388020833,0.0307518328241651,0.0213623046875,0.220947265625,0.0102222222222222,0,0,0
66,10,5,0.25,AE_spindle,0.247430284288194,0.0254857715850152,0.0164794921875,0.24658203125,0.0133333333333333,0,0,0
67,10,6,0.36,smcAC,-0.152291666666667,2.16058369896369,2.119140625,-0.146484375,0.00355555555555556,0,0,0
67,10,6,0.36,smcDC,8.54276041666667,0.518513974735229,0.2783203125,8.525390625,0.00711111111111111,0,0,0
67,10,6,0.36,vib_table,0.876729600694444,0.156394580761071,0.107421875,0.86669921875,0.0115555555555556,0,0,0
67,10,6,0.36,vib_spindle,0.285123155381944,0.016455722242281,0.008544921875,0.283203125,0.0433333333333333,0,0,0
67,10,6,0.36,AE_table,0.259766981336806,0.0354019740879346,0.0238037109375,0.24169921875,0.00911111111111111,0,0,0
67,10,6,0.36,AE_spindle,0.301766357421875,0.0361350082142167,0.02349853515625,0.29296875,0.01,0,0,0
68,10,7,0.43,smcAC,-0.151843532986111,2.38554880082436,2.3388671875,2.9052734375,0.00311111111111111,0,0,0
68,10,7,0.43,vib_table,0.725629340277778,0.120789868692358,0.0732421875,0.6787109375,0.0133333333333333,0,0,0
68,10,7,0.43,vib_spindle,0.280401204427083,0.0166229901601163,0.009765625,0.269775390625,0.0397777777777778,0,0,0
68,10,7,0.43,AE_table,0.279444444444444,0.0410254586268349,0.0274658203125,0.257568359375,0.00888888888888889,0,0,0
68,10,7,0.43,AE_spindle,0.305020616319444,0.0328819996674234,0.02197265625,0.2978515625,0.00977777777777778,0,0,0
69,10,8,0.47,smcAC,-0.160512152777778,2.58782638537579,2.52685546875,-3.3935546875,0.00266666666666667,0,0,0
69,10,8,0.47,vib_table,0.824389105902778,0.115811851179862,0.068359375,0.8447265625,0.0126666666666667,0,0,0
69,10,8,0.47,vib_spindle,0.280286458333333,0.0143256862431613,0.008544921875,0.269775390625,0.0466666666666667,0,0,0
69,10,8,0.47,AE_table,0.294698893229167,0.0487773645764172,0.0311279296875,0.2691650390625,0.00755555555555556,0,0,0
69,10,8,0.47,AE_spindle,0.354234347873264,0.0567632398127897,0.0360107421875,0.323486328125,0.00733333333333333,0,0,0
70,10,9,0.53,smcAC,-0.0943977864583333,2.73027887773501,2.666015625,-3.3349609375,0.00222222222222222,0,0,0
70,10,9,0.53,vib_table,0.589177517361111,0.0878847798987665,0.068359375,0.546875,0.012,0,0,0
70,10,9,0.53,vib_spindle,0.277571885850694,0.0170202949358586,0.009765625,0.269775390625,0.0428888888888889,0,0,0
70,10,9,0.53,AE_table,0.329914957682292,0.0539827384433793,0.03692626953125,0.2783203125,0.00666666666666667,0,0,0
70,10,9,0.53,AE_spindle,0.328918863932292,0.0570017622316942,0.0274658203125,0.3302001953125,0.00911111111111111,0,0,0
71,10,10,0.7,smcAC,-0.145184461805556,2.63086391979049,2.333984375,-0.1513671875,0.00266666666666667,0,0,0
71,10,10,0.7,vib_table,0.551580946180556,0.0950195197437485,0.06103515625,0.556640625,0.0148888888888889,0,0,0
71,10,10,0.7,vib_spindle,0.286909450954861,0.0163250396257552,0.009765625,0.279541015625,0.0422222222222222,0,0,0
71,10,10,0.7,AE_table,0.347000461154514,0.0562415868641528,0.037841796875,0.3369140625,0.00666666666666667,0,0,0
72,11,1,0,smcAC,-0.172367621527778,0.913348920875367,0.9033203125,-0.146484375,0.00466666666666667,0,0,0
72,11,1,0,smcDC,3.62472113715278,0.197466923740651,0.107421875,3.7109375,0.0168888888888889,0,0,0
72,11,1,0,vib_table,1.05691243489583,0.326942073536486,0.240478515625,1.24755859375,0.006,0,0,0
72,11,1,0,vib_spindle,0.309023980034722,0.0150192108259873,0.009765625,0.3125,0.0351111111111111,0,0,0
72,11,1,0,AE_table,0.141865098741319,0.0154759636544587,0.0103759765625,0.1397705078125,0.0202222222222222,0,0,0
72,11,1,0,AE_spindle,0.177880316840278,0.0212521510416825,0.0152587890625,0.17578125,0.0151111111111111,0,0,0
73,11,2,0.04,smcAC,-0.176088324652778,0.910545999653156,0.8984375,-1.2841796875,0.00533333333333333,0,0,0
73,11,2,0.04,smcDC,3.61411892361111,0.171059926108944,0.09765625,3.7451171875,0.0182222222222222,0,0,0
73,11,2,0.04,vib_table,0.927494032118056,0.277616430057041,0.206298828125,1.0888671875,0.008,0,0,0
73,11,2,0.04,vib_spindle,0.304377983940972,0.0134723785717377,0.008544921875,0.299072265625,0.0424444444444444,0,0,0
73,11,2,0.04,AE_table,0.144361165364583,0.0147030673716734,0.009765625,0.1416015625,0.0191111111111111,0,0,0
73,11,2,0.04,AE_spindle,0.190210503472222,0.0282673901748177,0.0201416015625,0.177001953125,0.0117777777777778,0,0,0
74,11,3,0.07,smcAC,-0.177549913194444,0.971684744755599,0.95703125,-0.1513671875,0.00688888888888889,0,0,0
74,11,3,0.07,smcDC,3.85653428819444,0.171713798106321,0.1025390625,3.9697265625,0.0182222222222222,0,0,0
74,11,3,0.07,vib_table,0.939039171006944,0.274911575456108,0.1904296875,1.1328125,0.00622222222222222,0,0,0
74,11,3,0.07,vib_spindle,0.292134060329861,0.0125121121095933,0.008544921875,0.283203125,0.044,0,0,0
74,11,3,0.07,AE_table,0.135441351996528,0.0154150931162449,0.0103759765625,0.13427734375,0.0188888888888889,0,0,0
74,11,3,0.07,AE_spindle,0.175488552517361,0.0233428240073073,0.01708984375,0.184326171875,0.0128888888888889,0,0,0
75,11,4,0.07,smcAC,-0.174625651041667,1.0594684133122,1.03515625,1.162109375,0.00422222222222222,0,0,0
75,11,4,0.07,smcDC,4.19677191840278,0.194658795114689,0.1025390625,4.31640625,0.0173333333333333,0,0,0
75,11,4,0.07,vib_table,0.9033203125,0.193857211805473,0.10498046875,0.97900390625,0.00911111111111111,0,0,0
75,11,4,0.07,vib_spindle,0.28908447265625,0.0119156747833046,0.00732421875,0.28076171875,0.0457777777777778,0,0,0
75,11,4,0.07,AE_table,0.137545301649306,0.0138494860693544,0.0091552734375,0.13671875,0.0213333333333333,0,0,0
75,11,4,0.07,AE_spindle,0.193821614583333,0.0292111261452012,0.0201416015625,0.1806640625,0.0108888888888889,0,0,0
76,11,5,0.08,smcAC,-0.178869357638889,1.05618829625552,1.03515625,-0.146484375,0.00555555555555556,0,0,0
76,11,5,0.08,smcDC,4.19079427083333,0.191251823752953,0.1171875,4.23828125,0.0153333333333333,0,0,0
76,11,5,0.08,vib_table,1.33286946614583,0.30361011929239,0.16357421875,1.5283203125,0.00822222222222222,0,0,0
76,11,5,0.08,vib_spindle,0.310357530381944,0.0129033172718018,0.008544921875,0.30517578125,0.0477777777777778,0,0,0
76,11,5,0.08,AE_table,0.134460720486111,0.0140895873664399,0.0091552734375,0.1318359375,0.024,0,0,0
76,11,5,0.08,AE_spindle,0.234962293836806,0.0463549085787993,0.0323486328125,0.2337646484375,0.008,0,0,0
77,11,6,0.09,smcAC,-0.166207682291667,1.12806441075606,1.0986328125,-0.1513671875,0.006,0,0,0
77,11,6,0.09,smcDC,4.47121636284722,0.22069264048759,0.1220703125,4.5849609375,0.014,0,0,0
77,11,6,0.09,vib_table,1.15171278211806,0.247034672353159,0.13916015625,1.3232421875,0.00755555555555556,0,0,0
77,11,6,0.09,vib_spindle,0.291043023003472,0.0119381683534851,0.00732421875,0.29296875,0.046,0,0,0
77,11,6,0.09,AE_table,0.138156060112847,0.01399878645718,0.0091552734375,0.142822265625,0.0231111111111111,0,0,0
77,11,6,0.09,AE_spindle,0.224011366102431,0.0395532538969705,0.0262451171875,0.224609375,0.01,0,0,0
79,11,8,0.12,smcAC,-0.172298177083333,1.23885478507001,1.2255859375,-1.6748046875,0.00377777777777778,0,0,0
79,11,8,0.12,smcDC,4.91107421875,0.25558072418984,0.15380859375,5.0244140625,0.0137777777777778,0,0,0
79,11,8,0.12,vib_table,0.832374131944444,0.129636631276253,0.08056640625,0.859375,0.012,0,0,0
